licentiate_id,work_id,hire_rate
386,11520,0.0
407,11520,0.0
423,11520,0.0
425,11520,0.0
426,11520,0.0
431,11520,0.0
445,11520,0.0
449,11520,0.0
453,11520,0.0
460,11520,0.0
463,11520,0.0
465,11520,0.0
466,11520,0.0
471,11520,0.0
478,11520,0.0
479,11520,0.0
480,11520,0.0
483,11520,0.0
484,11520,0.0
485,11520,0.0
544,11520,0.0
48,11555,0.0
85,11555,0.0
201,11555,0.0
210,11555,0.0
263,11555,0.0
281,11555,0.0
283,11555,0.0
284,11555,0.0
286,11555,0.0
287,11555,0.0
288,11555,0.0
297,11555,0.0
301,11555,0.0
303,11555,0.0
306,11555,0.0
334,11555,0.0
335,11555,0.0
336,11555,0.0
357,11555,0.0
385,11555,0.0
386,11555,0.0
542,11555,0.0
544,11555,0.0
104,11560,0.0
105,11560,0.0
106,11560,0.0
281,11560,0.0
297,11560,0.0
326,11560,0.0
334,11560,0.0
386,11560,0.0
394,11560,0.0
395,11560,0.0
297,11580,0.0
303,11580,0.0
316,11580,0.0
105,11598,0.0
297,11598,0.0
341,11598,0.0
364,11598,0.0
281,11617,0.0
292,11617,0.0
297,11617,0.0
394,11617,0.0
395,11617,0.0
542,11617,0.0
5,11663,0.0
57,11663,0.0
87,11663,0.0
105,11663,0.0
205,11663,0.0
209,11663,0.0
296,11663,0.0
297,11663,0.0
301,11663,0.0
407,11663,0.0
423,11663,0.0
426,11663,0.0
431,11663,0.0
445,11663,0.0
454,11663,0.0
455,11663,0.0
461,11663,0.0
463,11663,0.0
466,11663,0.0
471,11663,0.0
472,11663,0.0
478,11663,0.0
483,11663,0.0
544,11663,0.0
89,11690,0.0
105,11690,0.0
168,11690,0.0
177,11690,0.0
204,11690,0.0
281,11690,0.0
284,11690,0.0
286,11690,0.0
288,11690,0.0
289,11690,0.0
291,11690,0.0
297,11690,0.0
298,11690,0.0
301,11690,0.0
302,11690,0.0
303,11690,0.0
338,11690,0.0
366,11690,0.0
372,11690,0.0
385,11690,0.0
386,11690,0.0
421,11690,0.0
444,11690,0.0
486,11690,0.0
516,11690,0.0
542,11690,0.0
544,11690,0.0
628,11690,0.0
629,11690,0.0
1184,11690,0.0
1635,11690,0.0
297,11744,0.0
544,11744,0.0
47,11751,0.0
74,11751,0.0
105,11751,0.0
189,11751,0.0
297,11751,0.0
298,11751,0.0
301,11751,0.0
302,11751,0.0
303,11751,0.0
304,11751,0.0
338,11751,0.0
356,11751,0.0
364,11751,0.0
395,11751,0.0
407,11751,0.0
466,11751,0.0
472,11751,0.0
516,11751,0.0
519,11751,0.0
542,11751,0.0
544,11751,0.0
28,11752,0.0
59,11752,0.0
101,11752,0.0
105,11752,0.0
201,11752,0.0
297,11752,0.0
317,11752,0.0
105,11774,0.0
201,11774,0.0
236,11774,0.0
297,11774,0.0
303,11774,0.0
306,11774,0.0
316,11774,0.0
317,11774,0.0
297,11822,0.0
426,11822,0.0
445,11822,0.0
105,11849,0.0
106,11849,0.0
297,11849,0.0
27,11867,0.0
32,11867,0.0
33,11867,0.0
38,11867,0.0
40,11867,0.0
43,11867,0.0
47,11867,0.0
49,11867,0.0
105,11867,0.0
248,11867,0.0
281,11867,0.0
284,11867,0.0
297,11867,0.0
303,11867,0.0
317,11867,0.0
334,11867,0.0
336,11867,0.0
345,11867,0.0
357,11867,0.0
385,11867,0.0
386,11867,0.0
393,11867,0.0
394,11867,0.0
395,11867,0.0
406,11867,0.0
421,11867,0.0
483,11867,0.0
543,11867,0.0
297,11876,0.0
189,11883,0.0
297,11884,0.0
363,11884,0.0
368,11884,0.0
297,11901,0.0
298,11901,0.0
326,11901,0.0
334,11901,0.0
338,11901,0.0
395,11901,0.0
59,11926,0.0
101,11926,0.0
102,11926,0.0
105,11926,0.0
297,11926,0.0
306,11926,0.0
330,11926,0.0
334,11926,0.0
337,11926,0.0
341,11926,0.0
353,11926,0.0
356,11926,0.0
357,11926,0.0
368,11926,0.0
380,11926,0.0
386,11926,0.0
395,11926,0.0
413,11926,0.0
431,11926,0.0
433,11926,0.0
436,11926,0.0
444,11926,0.0
478,11926,0.0
297,11937,0.0
301,11937,0.0
406,11937,0.0
445,11937,0.0
463,11937,0.0
469,11937,0.0
480,11937,0.0
483,11937,0.0
485,11937,0.0
519,11937,0.0
297,11981,0.0
407,11981,0.0
409,11981,0.0
416,11981,0.0
423,11981,0.0
425,11981,0.0
426,11981,0.0
445,11981,0.0
454,11981,0.0
463,11981,0.0
466,11981,0.0
467,11981,0.0
471,11981,0.0
472,11981,0.0
478,11981,0.0
479,11981,0.0
292,11986,0.0
297,11986,0.0
364,11986,0.0
368,11986,0.0
421,11986,0.0
210,12008,0.0
297,12008,0.0
304,12008,0.0
341,12008,0.0
356,12008,0.0
297,12026,0.0
350,12026,0.0
394,12026,0.0
395,12026,0.0
297,12051,0.0
297,12053,0.0
297,12060,0.0
366,12072,0.0
368,12072,0.0
297,12079,0.0
364,12079,0.0
71,12129,0.0
297,12129,0.0
298,12129,0.0
356,12129,0.0
385,12129,0.0
386,12129,0.0
395,12129,0.0
5,12136,0.0
31,12136,0.0
48,12136,0.0
60,12136,0.0
105,12136,0.0
135,12136,0.0
139,12136,0.0
146,12136,0.0
196,12136,0.0
201,12136,0.0
205,12136,0.0
209,12136,0.0
210,12136,0.0
213,12136,0.0
214,12136,0.0
297,12136,0.0
301,12136,0.0
302,12136,0.0
303,12136,0.0
306,12136,0.0
316,12136,0.0
318,12136,0.0
322,12136,0.0
324,12136,0.0
386,12136,0.0
478,12136,0.0
32,12141,0.0
33,12141,0.0
34,12141,0.0
297,12141,0.0
281,12150,0.0
288,12150,0.0
292,12150,0.0
297,12150,0.0
366,12150,0.0
427,12150,0.0
158,12181,0.0
297,12181,0.0
349,12181,0.0
356,12181,0.0
386,12181,0.0
478,12181,0.0
249,12215,0.0
297,12215,0.0
41,12229,0.0
297,12229,0.0
301,12229,0.0
363,12229,0.0
364,12229,0.0
368,12229,0.0
4,12230,0.0
5,12230,0.0
6,12230,0.0
7,12230,0.0
8,12230,0.0
52,12230,0.0
59,12230,0.0
89,12230,0.0
101,12230,0.0
102,12230,0.0
104,12230,0.0
105,12230,0.0
189,12230,0.0
263,12230,0.0
281,12230,0.0
283,12230,0.0
284,12230,0.0
289,12230,0.0
292,12230,0.0
296,12230,0.0
297,12230,0.0
298,12230,0.0
301,12230,0.0
302,12230,0.0
303,12230,0.0
306,12230,0.0
311,12230,0.0
325,12230,0.0
326,12230,0.0
327,12230,0.0
329,12230,0.0
334,12230,0.0
337,12230,0.0
338,12230,0.0
339,12230,0.0
340,12230,0.0
341,12230,0.0
345,12230,0.0
347,12230,0.0
348,12230,0.0
349,12230,0.0
350,12230,0.0
356,12230,0.0
357,12230,0.0
360,12230,0.0
361,12230,0.0
362,12230,0.0
363,12230,0.0
364,12230,0.0
366,12230,0.0
368,12230,0.0
384,12230,0.0
385,12230,0.0
386,12230,0.0
392,12230,0.0
393,12230,0.0
394,12230,0.0
395,12230,0.0
405,12230,0.0
407,12230,0.0
416,12230,0.0
421,12230,0.0
431,12230,0.0
454,12230,0.0
463,12230,0.0
469,12230,0.0
470,12230,0.0
478,12230,0.0
483,12230,0.0
484,12230,0.0
485,12230,0.0
487,12230,0.0
488,12230,0.0
489,12230,0.0
490,12230,0.0
491,12230,0.0
492,12230,0.0
493,12230,0.0
494,12230,0.0
495,12230,0.0
517,12230,0.0
519,12230,0.0
536,12230,0.0
539,12230,0.0
542,12230,0.0
543,12230,0.0
544,12230,0.0
297,12274,0.0
301,12274,0.0
303,12274,0.0
326,12274,0.0
363,12274,0.0
364,12274,0.0
366,12274,0.0
368,12274,0.0
369,12274,0.0
373,12274,0.0
385,12274,0.0
423,12282,0.0
450,12282,0.0
68,12285,0.0
101,12285,0.0
102,12285,0.0
105,12285,0.0
297,12285,0.0
301,12285,0.0
337,12285,0.0
338,12285,0.0
358,12285,0.0
363,12285,0.0
386,12285,0.0
297,12349,0.0
106,12367,0.0
292,12367,0.0
297,12367,0.0
303,12367,0.0
421,12367,0.0
485,12367,0.0
297,12385,0.0
357,12385,0.0
358,12385,0.0
297,12396,0.0
297,12405,0.0
298,12405,0.0
363,12405,0.0
364,12405,0.0
368,12405,0.0
369,12405,0.0
542,12405,0.0
105,12448,0.0
168,12448,0.0
189,12448,0.0
297,12448,0.0
301,12448,0.0
303,12448,0.0
304,12448,0.0
334,12448,0.0
356,12448,0.0
366,12448,0.0
394,12448,0.0
395,12448,0.0
41,12455,0.0
59,12455,0.0
73,12455,0.0
83,12455,0.0
88,12455,0.0
105,12455,0.0
196,12455,0.0
263,12455,0.0
281,12455,0.0
289,12455,0.0
297,12455,0.0
298,12455,0.0
301,12455,0.0
303,12455,0.0
306,12455,0.0
325,12455,0.0
326,12455,0.0
329,12455,0.0
330,12455,0.0
334,12455,0.0
336,12455,0.0
337,12455,0.0
338,12455,0.0
341,12455,0.0
345,12455,0.0
347,12455,0.0
348,12455,0.0
349,12455,0.0
350,12455,0.0
354,12455,0.0
358,12455,0.0
364,12455,0.0
375,12455,0.0
377,12455,0.0
379,12455,0.0
384,12455,0.0
385,12455,0.0
386,12455,0.0
392,12455,0.0
394,12455,0.0
395,12455,0.0
417,12455,0.0
421,12455,0.0
454,12455,0.0
463,12455,0.0
498,12455,0.0
517,12455,0.0
541,12455,0.0
542,12455,0.0
544,12455,0.0
1184,12455,0.0
1187,12455,0.0
1189,12455,0.0
1224,12455,0.0
1227,12455,0.0
1229,12455,0.0
1230,12455,0.0
1235,12455,0.0
1244,12455,0.0
1250,12455,0.0
1257,12455,0.0
1259,12455,0.0
1262,12455,0.0
1268,12455,0.0
1269,12455,0.0
1356,12455,0.0
1359,12455,0.0
1935,12455,0.0
210,12475,0.0
281,12475,0.0
292,12475,0.0
297,12475,0.0
301,12475,0.0
302,12475,0.0
303,12475,0.0
306,12475,0.0
341,12475,0.0
385,12475,0.0
386,12475,0.0
395,12475,0.0
407,12475,0.0
416,12475,0.0
423,12475,0.0
425,12475,0.0
437,12475,0.0
463,12475,0.0
466,12475,0.0
477,12475,0.0
478,12475,0.0
480,12475,0.0
481,12475,0.0
483,12475,0.0
542,12475,0.0
544,12475,0.0
1189,12475,0.0
1490,12475,0.0
1690,12475,0.0
1716,12475,0.0
1717,12475,0.0
167,12523,0.0
189,12523,0.0
211,12523,0.0
297,12523,0.0
303,12523,0.0
334,12523,0.0
421,12523,0.0
463,12523,0.0
478,12523,0.0
68,12533,0.0
281,12533,0.0
292,12533,0.0
297,12533,0.0
395,12533,0.0
297,12581,0.0
41,12582,0.0
50,12582,0.0
71,12582,0.0
106,12582,0.0
135,12582,0.0
139,12582,0.0
149,12582,0.0
189,12582,0.0
201,12582,0.0
210,12582,0.0
266,12582,0.0
281,12582,0.0
289,12582,0.0
297,12582,0.0
301,12582,0.0
303,12582,0.0
337,12582,0.0
338,12582,0.0
357,12582,0.0
358,12582,0.0
363,12582,0.0
364,12582,0.0
368,12582,0.0
385,12582,0.0
386,12582,0.0
393,12582,0.0
394,12582,0.0
395,12582,0.0
421,12582,0.0
483,12582,0.0
519,12582,0.0
297,12589,0.0
478,12589,0.0
105,12593,0.0
196,12593,0.0
205,12593,0.0
297,12593,0.0
306,12593,0.0
326,12593,0.0
337,12593,0.0
356,12593,0.0
384,12593,0.0
392,12593,0.0
393,12593,0.0
394,12593,0.0
395,12593,0.0
400,12593,0.0
517,12593,0.0
542,12593,0.0
544,12593,0.0
297,12596,0.0
368,12596,0.0
48,12613,0.0
297,12613,0.0
303,12613,0.0
334,12613,0.0
341,12613,0.0
345,12613,0.0
352,12613,0.0
353,12613,0.0
358,12613,0.0
364,12613,0.0
375,12613,0.0
377,12613,0.0
384,12613,0.0
385,12613,0.0
386,12613,0.0
297,12644,0.0
90,12649,0.0
98,12649,0.0
106,12649,0.0
139,12649,0.0
141,12649,0.0
198,12649,0.0
201,12649,0.0
281,12649,0.0
286,12649,0.0
290,12649,0.0
292,12649,0.0
297,12649,0.0
298,12649,0.0
301,12649,0.0
302,12649,0.0
303,12649,0.0
305,12649,0.0
317,12649,0.0
322,12649,0.0
330,12649,0.0
356,12649,0.0
363,12649,0.0
364,12649,0.0
386,12649,0.0
393,12649,0.0
394,12649,0.0
395,12649,0.0
398,12649,0.0
407,12649,0.0
413,12649,0.0
421,12649,0.0
466,12649,0.0
472,12649,0.0
544,12649,0.0
28,12663,0.0
59,12663,0.0
74,12663,0.0
101,12663,0.0
102,12663,0.0
105,12663,0.0
106,12663,0.0
139,12663,0.0
251,12663,0.0
263,12663,0.0
281,12663,0.0
283,12663,0.0
289,12663,0.0
290,12663,0.0
292,12663,0.0
297,12663,0.0
298,12663,0.0
301,12663,0.0
303,12663,0.0
306,12663,0.0
326,12663,0.0
334,12663,0.0
337,12663,0.0
341,12663,0.0
354,12663,0.0
356,12663,0.0
358,12663,0.0
363,12663,0.0
364,12663,0.0
385,12663,0.0
386,12663,0.0
394,12663,0.0
395,12663,0.0
413,12663,0.0
478,12663,0.0
484,12663,0.0
421,12670,0.0
431,12670,0.0
446,12670,0.0
484,12670,0.0
297,12675,0.0
407,12684,0.0
466,12684,0.0
472,12684,0.0
297,12687,0.0
407,12687,0.0
422,12687,0.0
423,12687,0.0
425,12687,0.0
426,12687,0.0
445,12687,0.0
454,12687,0.0
463,12687,0.0
466,12687,0.0
470,12687,0.0
472,12687,0.0
480,12687,0.0
297,12698,0.0
386,12698,0.0
426,12698,0.0
463,12698,0.0
465,12698,0.0
478,12698,0.0
483,12698,0.0
283,12717,0.0
288,12717,0.0
291,12717,0.0
297,12717,0.0
368,12717,0.0
369,12717,0.0
386,12717,0.0
503,12717,0.0
519,12717,0.0
542,12717,0.0
544,12717,0.0
297,12725,0.0
363,12725,0.0
364,12725,0.0
5,12745,0.0
59,12745,0.0
74,12745,0.0
106,12745,0.0
281,12745,0.0
290,12745,0.0
292,12745,0.0
297,12745,0.0
298,12745,0.0
301,12745,0.0
304,12745,0.0
305,12745,0.0
306,12745,0.0
315,12745,0.0
326,12745,0.0
329,12745,0.0
337,12745,0.0
363,12745,0.0
364,12745,0.0
386,12745,0.0
412,12745,0.0
413,12745,0.0
478,12745,0.0
297,12758,0.0
385,12758,0.0
386,12758,0.0
407,12758,0.0
409,12758,0.0
421,12758,0.0
431,12758,0.0
433,12758,0.0
436,12758,0.0
437,12758,0.0
454,12758,0.0
463,12758,0.0
466,12758,0.0
470,12758,0.0
478,12758,0.0
480,12758,0.0
483,12758,0.0
519,12758,0.0
297,12768,0.0
469,12768,0.0
485,12768,0.0
297,12787,0.0
298,12787,0.0
301,12787,0.0
364,12787,0.0
368,12787,0.0
404,12787,0.0
106,12800,0.0
297,12800,0.0
298,12800,0.0
301,12800,0.0
328,12800,0.0
337,12800,0.0
338,12800,0.0
356,12800,0.0
394,12800,0.0
395,12800,0.0
413,12800,0.0
297,12803,0.0
341,12803,0.0
354,12803,0.0
431,12803,0.0
26,12808,0.0
27,12808,0.0
31,12808,0.0
32,12808,0.0
33,12808,0.0
40,12808,0.0
41,12808,0.0
47,12808,0.0
48,12808,0.0
49,12808,0.0
50,12808,0.0
51,12808,0.0
52,12808,0.0
54,12808,0.0
101,12808,0.0
102,12808,0.0
106,12808,0.0
201,12808,0.0
214,12808,0.0
216,12808,0.0
217,12808,0.0
218,12808,0.0
219,12808,0.0
233,12808,0.0
236,12808,0.0
249,12808,0.0
266,12808,0.0
273,12808,0.0
291,12808,0.0
297,12808,0.0
301,12808,0.0
302,12808,0.0
303,12808,0.0
304,12808,0.0
316,12808,0.0
317,12808,0.0
321,12808,0.0
322,12808,0.0
324,12808,0.0
334,12808,0.0
364,12808,0.0
385,12808,0.0
393,12808,0.0
519,12808,0.0
542,12808,0.0
168,12814,0.0
196,12814,0.0
284,12814,0.0
290,12814,0.0
291,12814,0.0
292,12814,0.0
297,12814,0.0
298,12814,0.0
303,12814,0.0
310,12814,0.0
337,12814,0.0
338,12814,0.0
385,12814,0.0
395,12814,0.0
407,12814,0.0
421,12814,0.0
425,12814,0.0
426,12814,0.0
431,12814,0.0
436,12814,0.0
445,12814,0.0
454,12814,0.0
463,12814,0.0
466,12814,0.0
472,12814,0.0
478,12814,0.0
485,12814,0.0
297,12831,0.0
423,12831,0.0
425,12831,0.0
431,12831,0.0
445,12831,0.0
463,12831,0.0
466,12831,0.0
483,12831,0.0
297,12834,0.0
281,12846,0.0
297,12846,0.0
454,12846,0.0
28,12849,0.0
33,12849,0.0
41,12849,0.0
52,12849,0.0
75,12849,0.0
83,12849,0.0
88,12849,0.0
99,12849,0.0
105,12849,0.0
285,12849,0.0
295,12849,0.0
297,12849,0.0
298,12849,0.0
305,12849,0.0
306,12849,0.0
315,12849,0.0
334,12849,0.0
337,12849,0.0
338,12849,0.0
341,12849,0.0
347,12849,0.0
354,12849,0.0
360,12849,0.0
364,12849,0.0
368,12849,0.0
385,12849,0.0
386,12849,0.0
395,12849,0.0
421,12849,0.0
478,12849,0.0
485,12849,0.0
542,12849,0.0
544,12849,0.0
52,12868,0.0
105,12868,0.0
292,12868,0.0
297,12868,0.0
345,12868,0.0
385,12868,0.0
392,12868,0.0
393,12868,0.0
394,12868,0.0
395,12868,0.0
405,12868,0.0
544,12868,0.0
41,12881,0.0
297,12881,0.0
303,12881,0.0
385,12881,0.0
413,12881,0.0
498,12881,0.0
516,12881,0.0
519,12881,0.0
536,12881,0.0
297,12890,0.0
384,12890,0.0
290,12894,0.0
297,12894,0.0
337,12894,0.0
338,12894,0.0
341,12894,0.0
357,12894,0.0
385,12894,0.0
386,12894,0.0
105,12899,0.0
210,12899,0.0
288,12899,0.0
292,12899,0.0
297,12899,0.0
298,12899,0.0
301,12899,0.0
407,12899,0.0
421,12899,0.0
426,12899,0.0
445,12899,0.0
466,12899,0.0
470,12899,0.0
472,12899,0.0
542,12899,0.0
1,12904,0.0
75,12904,0.0
88,12904,0.0
168,12904,0.0
196,12904,0.0
208,12904,0.0
297,12904,0.0
303,12904,0.0
324,12904,0.0
326,12904,0.0
392,12904,0.0
519,12904,0.0
542,12904,0.0
41,12930,0.0
297,12930,0.0
334,12930,0.0
357,12930,0.0
297,12940,0.0
306,12940,0.0
364,12940,0.0
517,12940,0.0
297,12946,0.0
298,12946,0.0
303,12946,0.0
341,12946,0.0
385,12946,0.0
386,12946,0.0
406,12946,0.0
463,12946,0.0
480,12946,0.0
7,12982,0.0
105,12982,0.0
297,12982,0.0
368,12982,0.0
373,12982,0.0
392,12982,0.0
394,12982,0.0
395,12982,0.0
517,12982,0.0
41,13001,0.0
139,13001,0.0
281,13001,0.0
292,13001,0.0
297,13001,0.0
298,13001,0.0
363,13001,0.0
364,13001,0.0
368,13001,0.0
519,13001,0.0
297,13005,0.0
337,13005,0.0
478,13005,0.0
297,13010,0.0
386,13010,0.0
421,13010,0.0
