work_id,company_id,age_upper,work_gender,salary,salary_system,salary_options
101044,29324,35,both,21.0,salary,
101041,29324,35,both,23.0,salary,
101869,29418,35,both,18.3999996185303,salary,bonus
11722,761,35,both,23.0,salary,
62099,936,35,both,20.5,salary,bonus
58570,936,40,both,20.5,salary,bonus
11983,936,45,both,20.0,salary,bonus
101571,936,35,both,19.5,salary,bonus
101381,936,38,both,20.5,salary,bonus
13560,936,39,both,21.0,salary,bonus
97776,936,39,both,21.0,salary,bonus
91635,1737,35,male,24.0,salary,bonus
12931,1737,29,female,17.0,salary,bonus
83694,1737,39,male,24.0,salary,bonus
83686,1737,39,male,24.0,salary,bonus
12937,1737,39,male,24.0,salary,bonus
64013,1737,39,male,24.0,salary,bonus
83691,1737,39,male,24.0,salary,bonus
94632,1806,39,both,28.0,salary,commission
16526,1806,39,both,450.0,annual,bonus
22308,1806,40,male,24.2000007629395,salary,commission
13461,2096,50,both,23.0,salary,
14398,2659,35,both,360.0,annual,
83426,2992,49,female,23.0,salary,"commission,bonus"
16298,3919,60,both,22.3999996185303,salary,bonus
19079,4390,42,both,380.0,annual,
21123,4390,33,both,300.0,annual,
19443,5810,35,both,22.8999996185303,salary,bonus
76068,5810,35,both,22.8999996185303,salary,bonus
76066,5810,35,both,22.8999996185303,salary,bonus
58794,5810,35,both,22.8999996185303,salary,bonus
20032,6265,60,both,22.0,salary,bonus
89037,6544,45,both,18.0,salary,bonus
101495,6544,55,both,18.0,salary,bonus
53980,6674,35,both,25.0,salary,bonus
83598,7634,30,both,20.0,salary,
22598,7634,25,male,20.0,salary,
30278,8033,40,both,19.0,salary,bonus
23393,8033,45,both,20.0,salary,bonus
29829,8130,35,both,20.5,salary,bonus
29403,8130,34,both,20.1000003814697,salary,bonus
86179,8130,43,both,20.1000003814697,salary,"commission,bonus"
83489,8130,45,both,30.1499996185303,salary,bonus
23999,8302,45,both,550.0,annual,
25188,9029,99,both,500.0,annual,bonus
25681,9096,45,male,33.0,salary,bonus
25898,9545,30,both,20.0,salary,bonus
27097,10285,30,both,18.0,salary,bonus
26923,10396,35,male,20.0,salary,bonus
26570,10464,35,both,16.0,salary,commission
69087,11226,59,both,20.0,salary,bonus
69088,11226,59,both,20.0,salary,bonus
69081,11226,59,both,20.2999992370605,salary,bonus
29211,11226,39,both,20.2999992370605,salary,bonus
29205,11226,59,both,20.2999992370605,salary,bonus
69082,11226,59,both,20.2999992370605,salary,bonus
79613,11226,59,both,20.2999992370605,salary,bonus
69085,11226,59,both,20.0,salary,bonus
44976,11226,59,both,250.0,annual,bonus
82326,11226,59,both,250.0,annual,bonus
58477,11226,59,both,250.0,annual,bonus
28288,11266,65,both,20.0,salary,
28835,11398,50,both,21.0,salary,bonus
28834,11398,50,both,21.0,salary,bonus
28836,11398,35,both,20.0,salary,bonus
28837,11398,50,both,21.0,salary,bonus
29235,12061,60,male,16.0,salary,bonus
55527,12175,40,both,25.0,salary,
29144,12175,40,both,25.0,salary,
32168,12775,55,both,18.1000003814697,salary,bonus
31520,12775,45,male,20.0,salary,
79554,12890,39,male,18.3999996185303,salary,bonus
62269,13524,66,both,246.0,annual,bonus
33120,13524,66,both,600.0,annual,bonus
34687,13715,99,female,25.0,salary,
35589,13841,40,both,17.0,salary,
35587,13841,40,both,18.0,salary,
39978,14807,35,both,20.0,salary,bonus
40064,14949,35,male,28.0,salary,"commission,bonus"
95767,14949,35,male,28.0,salary,"commission,bonus"
43442,15512,40,both,19.2999992370605,salary,bonus
81862,15512,45,both,17.7999992370605,salary,bonus
43269,15700,45,male,20.0,salary,bonus
44555,15890,60,both,20.0,salary,bonus
45708,16379,39,both,300.0,annual,
53587,17371,40,both,20.0,salary,"commission,bonus"
79962,17371,60,both,30.0,salary,bonus
50039,17371,40,both,27.0,salary,commission
53635,17371,50,both,30.0,salary,commission
50732,17559,43,male,20.0,salary,bonus
50731,17559,39,male,20.0,salary,bonus
81383,17944,45,both,15.0,salary,commission
52367,17944,45,both,16.0,salary,"commission,bonus"
53456,18082,55,both,22.0,salary,bonus
72164,18497,43,male,18.2999992370605,salary,bonus
56239,18824,40,both,20.2000007629395,salary,bonus
85030,18460,45,female,20.5,salary,bonus
79036,18460,40,female,23.0,salary,bonus
79037,18460,35,female,22.5,salary,bonus
84818,18460,45,female,18.0,salary,bonus
81929,18460,38,female,22.0,salary,bonus
83942,18460,40,female,20.5,salary,bonus
66061,18460,40,female,26.0,salary,bonus
82131,18460,33,female,20.5,salary,bonus
81136,18460,40,female,22.0,salary,bonus
66865,18460,40,female,24.0,salary,bonus
98828,18460,40,female,18.5,salary,bonus
56229,18613,45,both,400.0,annual,
62423,20204,40,both,20.0,salary,bonus
62937,20283,30,both,20.0,salary,bonus
62936,20283,30,both,20.0,salary,bonus
62938,20283,30,both,20.0,salary,bonus
64467,20509,65,both,30.0,salary,bonus
64869,20657,42,male,19.1000003814697,salary,bonus
64868,20657,35,both,16.7999992370605,salary,bonus
65018,20720,38,both,22.0,salary,bonus
76689,20779,40,both,280.0,annual,
65616,20792,35,both,22.0,salary,bonus
78135,21267,39,both,420.0,annual,
81651,21538,29,male,24.5,salary,bonus
70088,21365,49,both,22.0,salary,bonus
70094,21365,49,both,17.7999992370605,salary,
70095,21365,49,both,17.7999992370605,salary,bonus
97880,21934,29,both,18.6000003814697,salary,bonus
97881,21934,29,both,17.6000003814697,salary,bonus
71816,21590,40,both,25.0,salary,
71817,21590,40,both,25.4314994812012,salary,bonus
71818,21590,41,both,23.0,salary,"commission,bonus"
72215,22034,60,both,350.0,annual,bonus
72451,22137,60,both,27.0,salary,bonus
72629,22157,50,both,25.5,salary,bonus
73599,22695,55,both,29.0,salary,bonus
73433,22477,39,male,400.0,annual,
76826,23085,29,male,16.0,salary,bonus
74378,23085,45,both,20.0,salary,bonus
74377,23085,45,both,20.0,salary,bonus
74329,23088,49,both,26.0,salary,bonus
93416,23334,40,both,17.2000007629395,salary,bonus
74597,23347,24,both,18.0,salary,bonus
75229,23650,60,male,25.0,salary,
75345,23693,50,both,40.0,salary,
75540,23676,60,female,450.0,annual,bonus
76140,23982,45,both,20.5200004577637,salary,bonus
76075,23737,70,both,30.0,salary,bonus
76694,24425,30,both,30.0,salary,bonus
76688,24349,35,both,27.6000003814697,salary,bonus
77790,24706,40,both,21.0,salary,bonus
77788,24706,40,both,21.0,salary,bonus
77787,24706,40,both,21.0,salary,bonus
77789,24706,40,both,19.5,salary,bonus
80840,23839,60,male,18.0,salary,bonus
78937,25141,40,both,372.0,annual,bonus
79378,25279,35,both,22.0,salary,bonus
78519,25000,55,both,20.0,salary,bonus
78518,25000,55,both,20.0,salary,bonus
80076,25449,40,both,20.0,salary,bonus
101768,25545,40,male,25.0,salary,bonus
88047,25545,40,male,25.0,salary,bonus
81038,25616,32,male,21.6000003814697,salary,bonus
98752,25884,60,both,30.0,salary,"commission,bonus"
81936,25884,55,both,19.7999992370605,salary,"commission,bonus"
81857,25887,40,male,330.0,annual,bonus
81983,25887,26,both,19.2399997711182,salary,bonus
92005,26015,35,male,17.5,salary,bonus
82445,26015,40,male,20.0,salary,bonus
100604,26015,40,male,20.0,salary,bonus
84050,26284,40,both,27.2999992370605,salary,bonus
84227,26341,40,both,20.0,salary,bonus
84225,26341,40,both,20.0,salary,bonus
84226,26341,40,both,20.0,salary,bonus
85523,26780,40,both,25.0,salary,bonus
85524,26780,44,both,28.0,salary,bonus
86321,26840,40,male,17.0,salary,bonus
85959,26840,40,male,17.0,salary,bonus
85958,26840,40,male,17.0,salary,bonus
99838,26904,29,male,23.0,salary,
89472,26904,38,male,23.0,salary,
87606,26987,39,male,19.7999992370605,salary,
86741,26987,39,male,30.0,salary,bonus
87056,27000,63,both,18.0,salary,"commission,bonus"
101770,27000,62,both,20.6208000183105,salary,"commission,bonus"
89261,27007,39,both,15.0,salary,bonus
88909,27007,39,both,15.0,salary,bonus
88797,27007,35,both,180.0,annual,bonus
88271,27007,39,both,15.0,salary,bonus
88265,27007,39,both,15.0,salary,bonus
89255,27007,39,both,15.0,salary,bonus
87670,27007,39,both,14.0,salary,bonus
88261,27007,39,both,15.0,salary,bonus
86953,27007,39,both,15.0,salary,bonus
86882,27007,39,both,15.0,salary,bonus
89245,27007,39,both,15.0,salary,bonus
88251,27007,39,both,15.0,salary,bonus
87674,27007,39,both,14.0,salary,bonus
86956,27007,49,male,25.0,salary,bonus
101608,27007,35,both,180.0,annual,bonus
87668,27007,39,both,14.0,salary,bonus
87677,27007,39,both,14.0,salary,bonus
88274,27007,39,both,15.0,salary,bonus
86927,27007,39,both,15.0,salary,bonus
101235,27007,39,both,15.0,salary,bonus
86948,27033,49,both,25.0,salary,bonus
87708,27164,44,male,26.0,salary,bonus
87967,27200,39,both,35.0,salary,bonus
87968,27200,39,both,25.0,salary,bonus
88231,27247,60,both,13.1000003814697,salary,bonus
89012,27418,50,both,20.0,salary,bonus
89013,27418,50,male,20.0,salary,bonus
89205,27457,30,both,30.5,salary,bonus
90451,27709,50,both,19.7999992370605,salary,
90450,27709,50,both,17.7000007629395,salary,
90614,27742,33,both,20.0,salary,bonus
90526,27742,39,both,21.0,salary,bonus
94030,27751,40,both,22.0,salary,bonus
94015,27751,45,both,40.0,salary,bonus
99303,27751,30,male,21.0,salary,bonus
90648,27837,35,male,18.6000003814697,salary,bonus
91396,28037,29,female,18.0,salary,bonus
99750,28037,35,female,17.7199993133545,salary,bonus
101574,28037,35,both,25.0,salary,bonus
101344,28037,35,both,28.8999996185303,salary,bonus
91420,28037,45,both,29.3999996185303,salary,bonus
91392,28037,35,both,28.8999996185303,salary,bonus
101146,28037,45,both,28.8999996185303,salary,bonus
91394,28037,45,both,28.8999996185303,salary,bonus
95022,28053,45,both,19.2000007629395,salary,bonus
91462,28053,55,both,19.2000007629395,salary,bonus
94163,28053,59,both,19.2000007629395,salary,bonus
97127,28053,40,both,19.2000007629395,salary,bonus
93968,28053,55,both,19.2000007629395,salary,bonus
94164,28053,59,both,19.2000007629395,salary,bonus
94168,28053,59,both,19.2000007629395,salary,bonus
92316,28053,55,both,19.2000007629395,salary,bonus
93824,28053,58,both,19.2000007629395,salary,bonus
97260,28053,58,both,19.2000007629395,salary,bonus
92195,28165,38,both,21.0,salary,bonus
92193,28165,38,both,21.0,salary,bonus
92194,28165,38,both,19.0,salary,bonus
92780,28321,40,both,25.0,salary,bonus
100029,28484,50,both,21.0,salary,bonus
94612,28514,30,female,19.0,salary,bonus
94613,28514,30,female,24.0,salary,bonus
100222,28615,35,both,18.6499996185303,salary,bonus
100223,28615,35,both,17.75,salary,bonus
96082,28615,35,both,18.6499996185303,salary,
95317,28615,60,both,240.0,annual,
96083,28615,60,both,240.0,annual,bonus
95358,28623,50,both,18.0,salary,bonus
95941,28691,59,both,20.0,salary,bonus
95928,28691,39,both,20.0,salary,bonus
96171,28708,40,both,23.0,salary,"commission,bonus"
97161,28834,50,both,19.5,salary,bonus
98228,28983,35,both,360.0,annual,bonus
98227,28983,45,both,450.0,annual,bonus
98631,29053,29,both,25.0,salary,commission
101155,29327,40,both,22.0,salary,bonus
10124,51,40,male,19.7000007629395,salary,bonus
74919,588,38,both,20.0,salary,bonus
79057,588,36,both,20.0,salary,bonus
94063,588,36,both,20.0,salary,bonus
13317,588,38,both,20.0,salary,bonus
11565,751,49,both,15.0,salary,commission
11564,751,49,both,15.0,salary,commission
11562,751,49,both,17.0,salary,commission
11563,751,49,both,15.0,salary,commission
12258,1231,65,both,27.0,salary,bonus
12324,1260,40,both,21.0,salary,bonus
18068,1356,35,both,20.0,salary,bonus
12913,1634,45,both,300.0,annual,
65571,1634,55,both,537.599975585938,annual,
32527,1634,45,both,350.0,annual,
13551,2136,35,both,16.0,salary,
15356,3330,32,both,30.0,salary,
93777,3330,27,both,23.0,salary,bonus
16601,4063,45,both,25.0,salary,bonus
18937,4643,45,female,18.0,salary,
18221,5018,35,both,22.0,salary,bonus
18554,5154,35,both,19.6000003814697,salary,
20028,5570,55,both,25.0,salary,"commission,bonus"
19025,5570,28,both,15.0,salary,bonus
19026,5570,28,female,17.0,salary,bonus
19023,5570,35,both,19.5,salary,"commission,bonus"
58638,5570,40,both,24.0,salary,"commission,bonus"
19022,5570,50,both,20.0,salary,"commission,bonus"
94395,5570,50,female,20.0,salary,"commission,bonus"
19024,5570,49,both,28.0,salary,"commission,bonus"
19695,5709,35,both,18.0,salary,
22445,6119,35,both,23.0,salary,bonus
21611,6709,60,both,20.0,salary,bonus
101397,6933,39,both,21.0,salary,bonus
21002,6933,39,both,21.0,salary,bonus
86860,7224,55,both,32.0,salary,bonus
22901,7406,40,female,23.0,salary,
22259,7406,45,both,30.0,salary,commission
23516,8037,35,both,21.2999992370605,salary,bonus
27994,8984,30,male,20.0,salary,bonus
24917,8984,33,male,20.0,salary,bonus
27833,8984,30,male,25.0,salary,bonus
26023,9212,50,both,20.0,salary,"commission,bonus"
26025,9212,55,male,23.0,salary,bonus
25750,9425,59,male,30.0,salary,bonus
98004,9425,59,male,30.0,salary,bonus
26249,9564,40,both,24.0,salary,bonus
27016,9887,35,both,18.0,salary,
88792,10862,35,female,19.0,salary,
27265,10862,30,female,19.0,salary,commission
95150,10862,35,female,29.0,salary,commission
26963,10981,35,both,20.0,salary,bonus
28450,11863,35,male,25.0,salary,bonus
29429,12321,35,both,23.0,salary,bonus
51023,13176,99,male,18.0,salary,
59003,13176,99,male,18.0,salary,
31865,13176,45,male,30.0,salary,bonus
59020,13176,99,male,18.0,salary,
31460,13176,30,male,20.0,salary,bonus
36440,14080,45,male,18.0,salary,bonus
36675,14311,30,both,20.0,salary,bonus
42832,15607,60,male,22.0,salary,
42840,15607,59,male,22.0,salary,
43731,15840,50,both,18.5,salary,bonus
45816,16358,35,both,20.0,salary,bonus
45935,16412,35,both,28.0,salary,bonus
48147,17012,40,both,250.0,annual,bonus
71916,17090,40,female,23.5,salary,
98063,17090,45,both,35.5,salary,bonus
48597,17095,25,male,16.0,salary,bonus
50167,17457,40,both,20.0,salary,bonus
77155,17457,40,both,15.0,salary,bonus
78936,17457,45,both,25.0,salary,bonus
77242,17632,52,female,24.0,salary,bonus
79998,17632,49,both,25.0,salary,bonus
96667,17632,33,both,20.0,salary,bonus
50885,17632,52,female,284034.0,salary,bonus
77171,17632,33,both,21.0,salary,bonus
51395,17661,39,both,18.0,salary,commission
87487,17764,40,both,29.0,salary,bonus
54108,18326,40,both,24.0,salary,bonus
101845,18329,55,both,50.0,salary,bonus
100785,18329,42,both,22.0,salary,bonus
101847,18329,45,both,30.0,salary,bonus
101374,18329,50,both,400.079986572266,annual,bonus
81487,18343,46,both,26.0,salary,bonus
54715,18343,46,both,26.0,salary,bonus
81685,18343,46,both,23.0,salary,bonus
83459,18343,46,both,31.0,salary,bonus
81492,18343,46,both,430.0,annual,bonus
82511,18343,46,both,32.0,salary,bonus
56142,18807,33,both,25.0,salary,bonus
56143,18807,35,both,24.0,salary,bonus
57275,19012,60,male,400.0,annual,
58586,19439,55,both,27.0,salary,bonus
59661,19519,35,both,40.0,salary,
59589,19584,45,both,300.0,annual,
59587,19584,35,both,20.0,salary,
59588,19584,30,both,15.0,salary,
59586,19584,35,both,18.0,salary,
60237,19729,39,both,20.0,salary,bonus
61456,19982,65,both,17.5,salary,
61700,19878,45,both,21.5,salary,commission
61698,19878,45,both,25.0,salary,bonus
63316,20332,35,both,24.0,salary,
64217,20515,28,female,20.0,salary,bonus
66065,20926,40,both,18.5,salary,
69269,21386,40,male,23.0,salary,bonus
69271,21386,40,both,23.0,salary,bonus
70470,21782,69,both,35.0,salary,bonus
71569,22069,60,both,600.0,annual,bonus
72067,22081,33,both,300.0,annual,bonus
72203,22246,65,both,400.0,annual,bonus
72783,22579,34,both,23.8999996185303,salary,bonus
72940,22108,50,both,450.0,annual,
75989,22747,35,both,20.0,salary,bonus
82969,22747,40,male,16.0,salary,bonus
75075,22259,60,both,14.5,salary,bonus
73984,23040,40,both,25.0,salary,
73983,23040,40,both,20.0,salary,
74136,23163,50,both,43.0,salary,bonus
74154,23230,40,male,80.0,salary,commission
74239,23148,35,both,17.7999992370605,salary,bonus
74240,23148,35,both,17.7999992370605,salary,bonus
75211,23615,33,both,20.0,salary,bonus
75522,23752,99,both,30.0,salary,bonus
76150,24128,35,both,36.0,salary,bonus
76295,23874,60,both,15.0,salary,bonus
76227,24035,55,both,400.0,annual,bonus
77356,24569,39,both,20.0,salary,bonus
77011,24427,60,both,550.0,annual,
78643,24963,33,male,20.0,salary,bonus
40706,111,45,both,30.0,salary,bonus
40698,111,45,both,30.0,salary,bonus
46143,111,30,both,18.0,salary,bonus
82955,684,40,both,24.0,salary,bonus
11461,684,50,both,25.0,salary,bonus
12274,684,53,both,23.0,salary,bonus
78302,684,45,both,23.0,salary,bonus
68750,684,43,both,22.0,salary,bonus
92000,684,45,both,22.0,salary,bonus
84077,684,59,male,31.0,salary,bonus
15439,990,40,both,30.0,salary,bonus
11947,1007,39,both,20.0,salary,bonus
12215,1188,42,both,23.0,salary,bonus
80277,1192,42,both,29.0499992370605,salary,bonus
85700,1192,42,both,30.8999996185303,salary,bonus
85690,1192,42,both,30.8999996185303,salary,bonus
85733,1192,45,both,30.5799999237061,salary,bonus
39799,1192,45,both,38.0149993896484,salary,bonus
12619,1509,40,male,25.0,salary,bonus
22660,1924,39,both,20.0,salary,bonus
49472,2116,29,both,22.0,salary,bonus
17414,2772,50,female,20.0,salary,bonus
32074,2772,50,both,25.0,salary,bonus
81120,2772,50,both,25.0,salary,bonus
74027,3597,35,both,23.0,salary,commission
17033,4336,45,both,25.0,salary,bonus
77441,5234,50,male,30.0,salary,"commission,bonus"
91722,5234,49,both,26.0,salary,commission
92009,5234,44,both,43.7000007629395,salary,bonus
38579,5234,49,both,32.0,salary,bonus
22800,5234,54,male,35.0,salary,"commission,bonus"
38570,5234,49,both,30.0,salary,bonus
19399,5834,50,male,20.0,salary,bonus
19478,5835,60,both,27.0,salary,bonus
21689,7138,50,both,22.0,salary,bonus
24384,8547,60,both,20.0,salary,bonus
25227,9181,55,both,25.0,salary,bonus
26868,9879,30,both,20.0,salary,
27358,10061,39,both,25.0,salary,bonus
70728,10061,39,both,20.0,salary,bonus
70735,10061,45,male,20.0,salary,bonus
