member_id,user_licentiate_id
2869284,297
2445916,297
2428119,297
2790735,"297,297"
2489323,297
2835504,297
2747775,297
1961944,297
2829613,297
1754672,"297,210"
2532806,297
416921,"281,297"
2842086,297
2884684,297
2205576,297
2979311,297
2540826,297
634826,"297,303,301"
2171183,"1969,297,1935"
1110401,297
2983382,297
2978744,297
1891296,297
1227967,297
1338550,297
2832600,297
2984284,297
1006428,297
2536799,297
2970712,297
1221688,297
2786003,297
3002095,"516,297"
684069,297
2819958,297
2711209,297
444890,"291,78,542,297,292,302,385"
3002301,297
2978338,297
2357313,297
2338569,"140,298,155,266,303,297,105,519"
2715586,297
2973045,297
2136209,297
2621294,297
2957455,297
2934230,297
2990882,297
2980057,297
2485736,297
2958360,297
2590760,297
2681446,"297,337,1102,1928,1213,1993,1934"
2942318,297
213736,"1189,297,1185,364,303,544,297,316"
1906842,"297,544,303"
2694659,"297,395,2041,394"
2847645,"297,301"
2861292,"297,463"
24705,28
68117,297
2781965,297
2969045,297
768975,"297,517"
2936186,297
477024,"322,297,201,323,542,317"
2084985,"364,375"
2003974,297
1522829,"7,207,297,210"
3002607,297
1762708,"52,297"
2932258,297
1144978,"284,292"
2967342,297
2490251,297
408262,297
2774906,"1805,517,392,297"
1107414,"544,297,298,519"
2987896,297
2877743,297
2468158,297
146016,"301,105,201,317,140,210,316,302,79,104,209,303,297"
2569470,"941,297"
2467399,"517,392,385,297,1488"
2872872,297
1556898,"503,303,297,524,519"
2997788,297
2601008,297
2457721,341
2998812,297
2250724,"266,583,385,316,201,106,297,101"
910121,297
332577,297
1508355,297
1523701,"517,297"
2319849,297
964620,297
2347826,"297,1993,1935"
2713302,297
2755309,297
509568,297
2494431,297
2988102,297
3001500,"1396,1395,1397"
2951299,297
2003970,297
2185637,"297,1936"
2978253,297
2436295,297
2998391,297
2930592,297
2830200,"297,1190"
637424,"92,164,105,102,93,303,318,304,101,196"
2989349,"329,386,297,330,304,317,201"
2936701,297
2984386,297
2973070,297
2808234,297
2981696,297
269631,297
2997547,297
1285846,"105,13,421,297,140,210"
2982627,297
2598614,297
2686205,297
696522,"297,168"
1047507,"297,330"
3002350,297
2850906,"297,368,1422,367,1460"
613340,"334,326,297"
2613268,297
2966331,297
2214307,297
303511,297
2955172,297
2994072,297
2029319,297
2052533,297
3001936,297
2938679,297
2422253,297
2963482,297
1381814,297
2724812,"297,297"
2733133,"1189,1182,297,316,303"
2986880,"297,939,1749,544,899,536"
2374410,297
2928041,536
2698164,297
463676,"297,356"
2872933,297
2654039,297
2849130,297
2940975,297
2135623,297
2583959,"297,386,400,395,1528,421,401"
3001975,297
776028,297
2963548,297
2534586,"542,297"
1904490,297
2975794,297
1099769,297
2988917,297
2961172,297
2971284,297
1116266,"297,544,306"
2393488,297
1388393,297
1048859,297
2962107,297
2455988,297
1498758,297
2886155,"297,368"
2744238,297
2266700,"330,1917,1069,1390,891,958,933,290"
2891299,297
2282741,"364,303,297"
2998258,297
2874775,297
1752140,"516,297"
2595417,297
162160,"394,297,395"
2540289,297
2889991,297
2812593,297
2969733,"386,297"
2976627,297
114950,297
3002588,"297,318,542,303"
125404,297
883294,"303,318,304,542,297"
141999,297
2238084,297
2755533,297
420323,"515,297"
2303507,"297,698,298"
2569800,297
2968409,297
493700,"1998,297"
2862598,297
1752137,297
2511240,"303,297,178"
999290,297
2391445,297
581817,297
2385605,297
1260411,"297,544"
1290976,297
785422,"1462,363"
2158717,"341,303,297"
2024842,297
2989163,297
2672297,"292,1513,297,958"
2558369,297
2990652,"517,297"
2357179,297
2972368,297
2898487,297
2402468,297
2988799,297
1501903,297
9014,"329,297,366,337,326,1269,334,338"
2655863,297
2747176,297
2137534,"519,297"
2196171,"297,330,994,357,1021,911"
2811242,297
661581,"401,364,297,363"
1165453,"542,301,298,303,302,297,544"
2680089,297
2954862,297
2998379,297
2649059,"297,281"
162139,"297,305,323,263,201,302,303,322,306,301,289"
329804,297
2478689,"297,545"
2595584,297
2964442,297
2947230,297
2731195,"461,466,297,1559,463,1558,1560"
2985449,"297,1690"
2814171,297
2389019,297
2834362,297
2992054,"297,297"
655059,297
2250105,297
2648607,"386,297,334"
2744633,297
2439897,297
1912460,297
2941193,297
2211995,"210,297,542"
2068244,297
2951598,297
2349667,"302,584,168,1182,1189,105,322,1185,297,301"
2395090,"301,1194,323,322,316,297,321,1208"
2965472,297
2163758,297
2991084,297
2854403,297
1828588,297
2927481,297
2791196,297
1886804,297
2723792,297
289437,297
2915082,297
523210,297
2190260,297
2602838,297
2296364,297
2417569,297
2892638,"297,463,431"
2983906,297
2991699,"297,297"
1223130,297
1809423,297
1395237,"297,298"
2940237,297
1822584,"318,297,317,201,303"
2893396,297
766778,297
2533608,297
2915982,297
2809883,297
2957678,297
2109845,"167,297,105"
275417,"542,544,297"
72499,297
2909559,"303,544,297"
2985039,"899,1508,1507,1189,958,297"
2723093,297
664091,"297,386"
2875729,297
2967574,297
140535,"297,463"
2398336,297
830321,"539,297"
854427,297
292033,"297,463,423"
67567,297
1720596,"104,76,210"
2943161,297
94999,"167,201,106,297"
2687514,"283,1082,297,1081"
1295502,334
2084481,"330,298,1023,292,337,1069,1937"
2762045,297
716684,297
2714163,297
2991220,297
1183461,"348,385,341,478,297,281,71"
3002376,297
2296272,297
2639248,297
2622426,297
2686949,297
2180193,"517,297"
2484850,297
2253807,297
2866703,"544,748,102,324,273,297,322"
2600286,297
2730546,297
2966183,"1193,1182,1189,544,297"
2998569,297
2868114,297
2971694,"1850,297,288,503,292"
2314168,"297,519"
375551,297
970426,"544,297"
2987828,297
306726,"392,517,297"
2976523,297
2934179,297
2832585,297
1764272,"1935,297,1993"
2994238,297
2973572,297
2423660,297
526633,"297,515,508,522,519"
2347595,"463,395,375,297"
2920827,297
2914010,297
2752447,297
2892952,297
1299511,"303,135,542,297,201"
1893647,"516,297"
2993196,"517,189,524,297"
2952526,297
2999747,"297,421,519"
406325,"297,385"
2746513,297
482405,297
655201,297
1227610,297
1843414,297
835770,"519,303,297,298"
2979412,297
2369346,297
2572652,297
2998413,297
2499164,297
1793828,"297,301"
2048007,"394,395,297,298"
2972988,"210,297,368"
2888534,297
2250400,297
578357,"297,518"
2965105,297
2485117,297
2655480,297
2990861,297
2904879,297
2957044,"673,297,677"
2698246,297
2962410,"1070,297,1058,1390,291"
2349256,"27,236,297,40"
2047384,297
200473,297
2248915,297
2988604,297
2577264,297
398260,297
2945817,297
2555353,297
655470,297
2953905,297
2982912,297
2791849,297
2752144,297
2317199,297
891145,297
1114466,"475,297,461,473,479,459,466,455,454,463"
2909842,297
2933992,"421,292,297"
2994796,297
2853164,"366,297,368"
806389,297
2452360,297
2368466,"297,303"
2969640,297
2089623,"297,1854,386"
2432034,"297,105,201"
2254936,"297,322,1187,323,301,1182"
2990432,297
2972645,297
2307011,297
2702662,297
685408,"544,542,297"
627159,"284,297,384"
2506988,297
2771416,297
2986802,297
2981140,297
668312,297
1680799,367
363308,297
2103941,297
2105126,"297,498"
2989033,297
1832844,"337,338,297"
2021819,297
502800,297
2924000,297
2992433,297
2990322,297
2991023,297
745445,297
2404631,297
2806003,297
114866,"301,297,302"
2863184,297
186789,"210,297,38"
750135,"301,297,73,341"
445889,297
2599556,297
2856079,297
1828307,297
2999991,297
2848121,366
3002580,297
640845,"297,368"
1397065,"364,544,368,297,306,363"
2816403,297
2753230,297
1121251,"297,317,303"
2746692,297
2432884,297
693975,297
2745947,"538,297,535,386"
2977737,"297,73,1184,303"
2474198,297
588168,"89,297,363,542"
2785466,297
2999127,297
1119584,297
2522436,297
1118611,297
2817016,297
2975981,297
330410,"297,50,47"
2689931,297
2934307,297
233781,"101,102,297,297,105,101,105,102"
2992161,"297,297"
3001815,297
2981681,"297,392,393,386,338,326,1223,1254,1226,1213,1229"
329659,297
2642669,297
2808934,297
1380886,"356,297"
2436323,297
2992512,297
2999732,297
2996568,297
529158,"297,297"
585684,"298,544,297"
848962,297
332231,297
2780256,297
2863385,297
1192395,297
2992311,297
2970626,297
443517,"139,297"
995382,297
2728753,297
2668811,"517,392"
3000363,297
2954690,297
578161,297
749181,297
2475190,297
2406357,297
2526865,297
2945989,297
2970051,"1895,519"
2829900,297
2888875,297
2591294,297
2977389,297
2671387,"297,40,41"
878809,"297,421"
2397766,297
2992074,297
2974771,297
944150,"292,291"
2869227,"297,88"
2843435,297
2430295,297
2394433,"1805,520,297"
2728646,"385,297"
2637698,297
337326,297
2785584,297
2999974,297
2019375,"297,1184"
1183341,297
2403398,"28,221,297,201"
1129406,"364,297,395,394"
2962296,"304,303,301,1189,201,297,318"
89363,297
1983440,297
666615,357
591942,297
2991216,297
2307067,297
2802790,297
2999969,"478,297,421"
2887247,297
2328015,297
2982364,297
1946139,297
2966796,297
2957503,297
2859909,297
2993502,297
1348653,297
2966059,297
2253399,297
2838444,297
2890904,297
1385029,"3,301,6,297"
2987233,297
2674898,297
2325367,297
1506524,297
2739771,297
2997951,297
179570,"542,297"
2618671,"48,297,210,1187,201,303,140,317"
2998297,297
2559845,"1270,542,1013,1189,544,1936,337,386,297,329"
2906541,"1485,1508,1503,1509,911,386,385,297"
361248,297
2839639,297
2979799,"386,297,189,484"
115896,"27,40"
2009495,"1935,297"
463878,"297,392,517"
2699218,297
2462226,297
831746,"297,303,1182"
1078563,"297,181"
283141,"297,359"
2665573,297
1332885,"544,297,303"
2626857,297
1705452,297
2807162,297
2502561,"297,515"
2611247,297
2340103,297
998737,297
1719691,297
1374648,"297,519"
1368348,"1528,395,400,297"
2954785,297
2975437,"297,315,303,119,542,201,274"
1147012,"101,303,297"
2971315,1917
821707,297
1706947,"297,1916,1993,337"
2480826,297
2933859,297
2218098,"860,1189,368,484,297"
2904081,"1615,297"
2721378,"395,421,394,1859,1690,1993,1935,341,334,330,284,297,1390,386,1393,1069,1330"
2777414,297
1232201,"297,519"
3000296,297
2922152,297
773580,297
1605056,297
2155707,"1903,297,338"
1313251,297
1955399,"297,301,201,210,302,322,101,545"
2707130,297
3002460,297
2897618,"135,544,139,130,297,292,542,201,106"
2437090,297
2914432,297
2206392,"375,297"
1124549,297
2510343,"297,337"
2608675,"210,297"
2441772,"1189,297,74,259"
1553059,"297,494,492"
2851927,"1184,303,297"
2966541,297
1786531,"297,784,141"
1042709,297
2990532,297
2171331,297
2972313,297
2968128,297
2824524,297
241479,"510,297"
2335787,297
58525,297
2780055,364
2986120,297
2980530,297
2968478,297
2377685,297
2169774,297
292653,"357,297"
2492581,297
2833316,297
2408339,297
2986689,"297,236,777,38,782"
466957,297
1154307,"297,322,302,317,301,1818,303,519"
2813303,"1019,292,1057,297,289"
1286560,297
754555,"360,297"
2970218,297
475695,"297,189"
2998597,297
2931684,297
2971303,"302,52,297,105"
1357623,"483,297"
2982326,297
2338373,"105,297,542,167,779,303,1189,583,341,139,586"
1455657,297
