member_id,user_pref_id
2719621,"11,14"
2727824,"47,17,13,14"
2728411,40
2729969,27
2732340,17
2744074,27
2749426,28
2771456,44
2771525,11
2773973,27
2780764,23
2790361,11
2791986,34
2796669,3
2798953,26
2802018,13
2802899,"11,13"
2805860,"11,14,13,10,7,9,8,12"
2809981,11
2810377,13
2812184,"21,23"
2812732,1
2813142,27
2816542,24
2818189,"28,27"
2820700,13
2823876,7
2827217,47
2829232,2
2833923,25
2841569,40
2844034,27
2845135,"11,7,14,4,13"
2849659,15
2850749,43
2854103,"28,27"
2858759,"11,13,12"
2860056,7
2864769,12
2867997,"3,6,2,5,4"
2874688,13
2883428,1
2888608,27
2893283,26
2896964,35
2903190,11
2903687,45
2905236,23
2905610,14
2907303,27
2907746,16
2908747,13
2912535,"11,13"
2918937,30
2920424,28
2921036,1
2921683,47
2923511,13
2926115,45
2926145,26
2927057,27
2927086,1
2934713,28
2935246,17
2937989,14
2938019,20
2939042,1
2939390,27
2939697,13
2940553,14
2943394,9
2943543,13
2943928,10
2945184,27
2945947,13
2947311,13
2948287,6
2949388,12
2949743,10
2952944,40
2953190,7
2953587,14
2958026,12
2958425,10
2958807,27
2959883,47
2960584,13
2960720,13
2961066,44
2961100,13
2961737,37
2962295,14
2962465,"27,26,13"
2964117,11
2965190,13
2965659,40
2965772,1
2966506,33
2968856,47
2969276,11
2969937,43
2970197,"13,22"
2970489,"28,27"
2970708,22
2971298,12
2971635,42
2972367,13
2972805,"14,13"
2973370,23
2973448,6
2974061,9
2974215,"27,26,28"
2974682,34
2974930,8
2974958,13
2975627,12
2975642,"21,22"
2975821,32
2975833,5
2976634,27
2976749,23
2977508,38
2977653,10
2978114,3
2978820,41
2978891,"23,21,20"
2979881,14
2980259,13
2980349,"26,27"
2980687,16
2981152,14
2981938,34
2981999,12
2982163,12
2982258,44
2982356,9
2982472,28
2982780,27
2983627,4
2984678,9
2984697,13
2985023,"13,14"
2985332,23
2985406,10
2985501,29
2985552,37
2985602,11
2985937,28
2986012,27
2986180,27
2987037,1
2987175,13
2987182,13
2987603,14
2987832,27
2987860,13
2988317,13
2988467,15
2988956,26
2989127,1
2989200,37
2989484,42
2989575,12
2989763,27
2989782,45
2989784,1
2989786,27
2989900,13
2990016,13
2990041,28
2990056,8
2990095,13
2990099,6
2990162,13
2990259,13
2990262,23
2990333,5
2990376,12
2990442,12
2990530,1
2990536,13
2990620,28
2990686,12
2990719,1
2990722,13
2990728,13
2990823,22
2990863,24
2990878,28
2990900,20
2990949,23
2991054,13
2991086,43
2991169,40
2991180,13
2991188,23
2991263,14
2991356,22
2991391,14
2991398,13
2991406,40
2991424,40
2991430,40
2991457,
2991540,13
2991589,23
2991649,39
2991657,13
2991692,12
2991718,13
2991761,7
2991787,15
2991836,34
2991842,28
2991848,12
2991987,43
2991989,43
2992010,45
2992020,27
2992025,14
2992028,23
2992061,13
2992195,33
2992212,27
2992310,9
2992324,14
2992350,20
2992351,4
2992483,28
2992523,13
2992713,13
2992844,13
2992883,13
2992892,30
2992896,37
2992941,13
2992949,4
2992958,13
2992982,15
2993018,13
2993068,27
2993118,28
2993132,11
2993136,13
2993166,13
2993218,40
2993221,27
2993245,10
2993261,22
2993298,13
2993304,14
2993326,35
2993349,17
2993377,12
2993434,27
2993455,40
2993456,23
2993478,13
2993520,37
2993725,46
2993732,29
2993799,40
2993809,13
2993844,17
2993881,26
2993888,23
2993929,13
2993954,7
2994069,7
2994074,14
2994128,26
2994225,19
2994240,13
2994273,47
2994298,16
2994319,35
2994358,16
2994416,9
2994418,13
2994440,13
2994451,10
2994510,13
2994543,13
2994561,14
2994617,13
2994694,27
2994722,40
2994746,30
2994780,2
2994786,5
2994831,10
2994846,13
2994887,8
2994938,19
2994945,27
2994988,28
2995154,13
2995187,33
2995224,1
2995301,12
2995382,46
2995468,7
2995569,33
2995610,8
2995719,23
2995741,23
2995750,13
2995824,29
2995964,47
2995990,13
2996014,27
2996027,4
2996056,4
2996076,27
2996127,23
2996255,13
2996409,11
2996518,12
2996522,23
2996578,29
2996582,4
2996600,13
2996618,13
2996620,4
2996665,22
2996682,8
2996698,1
2996719,33
2996759,11
2996953,24
2996964,29
2996980,40
2996998,7
2997129,27
2997177,13
2997204,10
2997207,17
2997299,13
2997332,13
2997393,28
2997413,13
2997479,7
2997486,20
2997570,9
2997617,40
2997627,3
2997629,13
2997677,8
2997686,13
2997748,"12,8"
2997861,32
2997971,27
2997976,13
24705,"24,21,23"
65429,27
68117,"12,13,14"
146016,"8,11,9"
213736,"12,11,13"
255300,"35,40"
255852,"41,40"
269631,40
303511,20
310684,"28,27"
311187,"13,14"
332577,44
347725,33
408262,"23,21"
416921,"28,27"
444890,1
463676,1
473197,"11,14,12,13"
477024,"32,12,45,36,16,8,40,19,15,24,20,35,23,39,22,18,14,47,31,28,27,11,44,21,17,29,38,42,25,34,10,43,33,30,9,41,26,37,13,46"
509568,45
569307,40
577663,13
613340,"13,14"
634826,14
637424,"27,28"
647989,"21,13,16,12,23,11,18,17,14,25"
668283,"13,14"
684069,34
696522,"13,4,9,8,12,3,19,11,10,7,14"
768975,"13,11"
776028,"11,13"
831382,13
850138,"13,12"
893853,4
910121,13
914163,"12,13"
964620,"3,7,6,5,2,4"
993967,8
1006428,12
1025016,4
1047507,43
1065196,13
1089447,23
1099769,"39,27"
1107414,"14,13"
1110401,20
1112712,"11,13"
1116941,28
1144978,27
1221688,28
1227967,"13,14"
1285846,28
1300963,13
1338550,1
1344942,20
1381814,42
1452473,"13,12,14"
1508355,"41,40,45,44,46,42,43"
1522829,28
1523701,"14,13"
1525085,"13,11"
1556898,"27,28,26"
1702192,16
1713526,22
1717160,21
1754672,13
1762708,23
1767449,44
1811773,20
1821354,"22,40,14,15,10,1,4,11,12,13"
1840458,13
1840684,13
1843330,12
1860093,10
1877657,"11,14,13,12"
1891296,11
1904490,13
1906842,8
1956497,27
1961912,23
1961944,2
1982084,27
2003970,4
2003974,"12,14,11,13"
2029319,23
2034755,28
2052533,40
2084985,"19,13,11,22,12"
2087146,13
2135623,"27,26,28"
2136209,27
2159895,1
2166117,"4,2,3"
2171183,"11,14,1,22,12,13"
2185637,"14,11,13"
2205576,11
2214307,28
2215240,13
2232391,33
2250724,41
2252079,1
2276644,14
2297718,"4,14,13"
2306348,"13,40,14"
2309646,13
2312474,14
2319849,13
2338569,"13,14"
2347826,13
2353335,4
2357313,"24,23"
2374410,40
2381171,1
2388904,14
2411307,"14,13,11"
2411646,6
2413152,"27,40"
2422253,11
2428119,"42,27"
2436295,"23,21"
2445916,46
2457721,"20,23,21"
2465357,10
2467399,4
2467770,27
2468158,20
2470970,33
2484025,27
2485736,23
2488645,4
2489323,27
2490251,9
2492492,25
2494431,23
2508447,27
2516438,12
2528230,28
2532806,24
2534586,13
2534609,14
2535188,23
2536799,21
2540826,46
2563428,15
2569470,13
2578860,26
2583959,27
2590007,13
2590760,12
2594970,"10,14,13,12,9,8,11"
2598614,"27,1,18,47"
2600063,13
2601008,24
2606346,13
2613268,13
2621294,1
2623811,13
2627971,27
2648489,1
2654039,13
2660076,1
2668421,13
2668867,7
2671948,13
2676769,33
2678877,13
2681446,"25,26,29,34,27"
2686205,13
2691007,2
2691724,15
2694659,1
2698164,16
2709346,14
2711209,3
2713302,22
2715586,13
2724812,22
2733133,43
2747775,4
2755177,38
2755309,20
2759442,11
2774906,21
2781965,"29,27,30"
2783504,"23,37"
2786003,16
2790735,27
2802815,14
2806803,13
2808234,23
2811234,35
2815640,20
2819958,23
2825211,22
2826844,35
2827708,26
2829613,"23,21,16,17"
2830200,4
2830653,"14,13"
2832600,12
2835504,"23,21"
2835556,39
2836985,23
2840161,27
2842086,1
2843841,20
2845595,"13,11"
2847645,14
2849110,10
2849130,11
2850385,8
2850656,1
2850906,"32,31"
2858238,21
2861292,"27,40,13,34,11,10,33,23,9,22,14,28"
2861371,13
2862641,9
2864543,7
2869284,"8,11,10,9"
2871968,47
2872872,41
2872933,9
2877743,"13,14"
2877974,23
2879537,17
2884684,40
2901133,4
2902274,14
2902476,13
2904840,40
2905494,5
2906012,13
2908607,27
2912928,36
2915734,40
2916893,27
2923638,26
2924699,"21,23"
2928041,11
2930592,"13,12,11"
2932258,8
2933234,34
2934230,"11,13"
2936186,4
2936701,"14,12,13"
2938679,13
2938728,27
2940975,13
2942318,"28,27"
2942761,"40,42"
2944159,42
2944811,41
2948325,13
2949443,36
2949456,41
2950545,"27,23,13"
2950942,8
2951299,28
2951483,33
2952046,33
2952903,4
2953515,10
2954302,28
2955172,22
2955959,28
2956369,17
2957455,24
2957822,16
2958360,"11,14,13,10,9,8,12"
2959739,12
2960767,13
2961371,13
2963482,27
2963548,28
2964291,14
2965561,14
2966131,22
2966331,40
2967342,"27,28"
2967417,20
2968715,8
2969045,1
2969336,13
2970096,11
2970712,27
2971060,21
2973045,20
2973070,"27,26"
2973763,40
2973804,13
2973859,34
2974007,13
2974247,13
2974554,34
2975119,"27,26"
2975464,1
2975506,22
2975593,43
2975794,"29,27"
2977246,13
2977517,1
2978218,27
2978253,15
2978338,24
2978412,1
2978618,4
2978744,37
2979000,8
2979311,"27,26"
2980057,"11,12,13"
2980074,13
2980488,21
2981276,26
2981372,13
2981696,41
2982627,28
2983103,33
2983147,18
2983382,2
2983562,10
2983604,13
2984284,"21,13,27,29,23"
2984386,"12,13"
2984438,47
2984632,44
2984738,14
2985442,1
2985714,12
2986231,11
2986268,13
2986279,13
2986711,14
2986804,34
2986880,47
2987068,41
2987112,33
2987197,4
2987343,13
2987871,8
2987896,37
2988096,12
2988102,13
2988173,27
2988430,6
2988469,27
2988755,23
2988869,13
2988917,4
2989155,23
2989349,23
2989520,13
2989616,27
2989620,47
2989673,4
2989702,27
2989705,9
2989706,40
2989772,15
2989809,13
2989892,13
2989893,13
2989894,6
2989906,29
2990029,42
2990112,13
2990152,13
2990221,4
2990233,38
2990252,36
2990313,14
2990330,9
2990345,13
2990368,23
2990390,37
2990415,31
2990424,13
2990473,9
2990500,28
2990559,47
2990677,45
2990711,13
2990743,43
2990746,26
2990882,1
2990935,4
2990948,27
2990969,13
2990985,13
2991055,13
2991067,13
2991094,24
2991146,13
2991214,13
2991275,4
2991293,13
2991502,40
2991586,13
2991597,27
2991680,15
2991700,16
2991777,23
2991841,10
2991874,1
2991897,33
2991977,1
2991999,13
2992041,11
2992056,13
2992229,13
2992249,41
2992313,12
2992316,27
2992321,42
2992360,20
2992413,37
2992418,43
2992446,27
2992449,13
2992589,14
2992622,38
2992629,13
2992673,40
2992674,14
2992694,23
2992737,13
2992752,29
2992764,15
2992863,13
2992866,27
2992873,4
2992955,20
2992959,28
2993002,38
2993122,13
2993146,13
2993330,13
2993344,27
2993413,9
2993472,32
2993519,1
2993526,16
2993721,26
2993760,1
2993816,14
2993893,27
2993944,27
2993995,"21,23"
2994014,16
2994072,4
2994080,27
2994100,13
2994241,27
2994327,15
2994410,13
2994469,34
2994471,2
2994504,4
2994569,13
2994650,12
2994830,8
2994886,23
2995000,27
2995015,29
2995049,40
2995057,12
2995068,27
2995088,40
2995096,3
2995119,43
2995177,23
2995202,12
2995218,47
2995315,13
2995335,46
2995462,1
2995475,12
2995546,1
2995562,13
2995578,27
2995637,34
2995704,34
2995718,45
2995748,42
2995800,13
2995807,13
2995843,13
2995894,24
2995901,25
2996008,23
2996148,1
2996262,13
2996467,7
2996864,13
2996897,13
2996912,22
2996929,1
2997043,13
2997049,27
2997088,11
2997125,15
2997230,11
2997232,27
2997335,46
2997358,20
2997407,47
2997456,14
2997465,38
2997547,13
2997596,17
2997685,21
2997788,13
2997852,27
117655,40
131422,"11,13,14,12"
148646,"13,40"
189011,"28,27,29"
191188,35
242421,15
258106,"27,25,14,22,13,23,26,12,28,21,1"
304300,12
443661,"43,40"
449510,"25,26"
487847,23
527055,13
553522,40
556604,22
591403,28
624795,"11,13"
630592,"14,13"
667361,2
690668,1
708946,23
711878,"21,23"
728958,46
732758,33
764994,"13,14"
807172,"26,27"
819767,"7,9"
852749,"14,13"
867565,"12,11,13"
878901,13
890039,"14,13,12"
901522,24
910700,4
938994,"11,12,14"
982721,15
1025402,47
1039363,40
1047544,14
1061836,34
1065624,"13,12,11,14"
1066585,"26,25,30,29,27,28"
1073063,12
1082138,27
1096052,23
1096329,22
1133905,13
1138652,"24,23,21"
1164406,"27,26,28"
1166880,12
1181765,14
1194634,
1212187,"23,21"
1222518,20
1226037,26
1249287,"14,13"
1256034,4
1270908,23
1393029,23
1402814,43
1405152,13
1411699,7
1436222,"21,23"
1450421,27
1459026,"11,14,10,13,9,12,8"
1505881,39
1508507,13
1512692,13
1597679,"26,25,28,27"
1641125,23
1706211,14
1715376,23
1730931,28
1750232,"30,27"
1774880,11
1788204,"41,40"
1792622,28
1798479,13
1825319,"27,26,17,16,13"
1831715,"14,13,1"
1835373,22
1835693,14
1882934,37
1907546,24
1916639,"14,32,36,31,35,25,10,29,13,9,39,26,11,34,30,38,28,27,12,37,8,33"
1929467,40
1935327,23
1965110,"11,14,13,12"
2001244,2
2018934,14
2050454,"12,11,8,14,13,9"
2083160,23
2116339,40
2118106,13
2126905,19
2129401,1
2148446,28
2150384,40
2154114,"14,13"
2183490,44
2194064,13
2196477,27
2201718,23
2202465,"28,27"
2216871,"14,13"
2227083,11
2232730,"14,13"
2233456,13
2241577,39
2242276,23
2262866,23
2266399,13
2278956,"13,14"
2308988,13
2321113,"13,12,11,14"
2342299,33
2352044,13
2359161,24
2363650,11
2369868,13
2374434,"12,13"
2376331,41
2382003,1
2383037,13
2384508,"14,13"
2386673,14
2389890,23
2392575,42
2392603,28
2398066,13
2400222,15
2407213,23
2407217,24
2416182,27
2418403,27
2419836,13
2429642,13
2434101,12
2444617,6
2454339,17
2460884,1
2461452,34
2473575,27
2478680,"28,27,26"
2486215,15
2490350,12
2498484,23
2499526,13
2506061,44
2507348,9
2511105,21
2515396,3
2527982,11
2536388,13
2538635,"4,14,13"
2540547,"37,9,17,2,41,13,21,6,45,24,12,20,29,25,28,1,40,5,44,27,23,11,19,33,36,32,8,16,26,14,22,34,4,43,30,39,15,47,38,35,7,46,31,3,42,10,18"
2542167,14
2545937,1
2550966,14
2554120,23
2555140,13
2562005,"14,13"
2568026,27
2589733,13
2599958,"40,41,43"
2606578,"13,14"
2612553,13
2619753,44
2624815,12
2636512,7
2646426,1
2653810,"46,40,43"
2655244,11
2661392,44
2667345,43
2670677,1
2670913,23
2677789,15
2679524,41
2680171,"27,13,28"
2686366,11
2689397,1
2689855,"27,26,25"
2697166,13
2700256,40
2701481,"11,13"
2706390,45
2708817,"13,12"
2715935,13
2718253,31
2720716,7
2722868,37
2726914,1
2731916,13
2747284,27
2749904,47
2750124,5
2750627,4
2753992,13
2755033,14
2755443,"12,14,4"
2774212,1
2781258,1
2785789,40
2788721,20
2798295,"12,14,13,11"
2798401,27
2799548,41
2804120,4
2811346,25
2819964,23
2824373,27
2828512,"14,13"
2840369,23
2841444,28
2841692,"12,14,13"
2842149,11
2842586,17
2844582,13
2845259,13
2845370,"13,11"
2846592,14
2848290,23
2852336,"26,23"
2853466,45
2855527,11
2855947,15
2856099,13
2859352,1
2861465,8
2862317,14
2862749,1
2862864,"17,12,8"
2866706,27
2870514,26
2875192,12
2877726,"10,14,13,12,9,8,11"
2880374,"11,13"
2886661,29
2890849,42
2895266,11
2896165,27
2899716,"41,40"
2901214,34
2901233,13
2901573,23
2905377,12
2911366,15
2911777,30
2915069,13
2917491,28
2918358,4
2919856,10
2923606,12
2923658,8
2925488,23
2930441,33
2930801,14
2931356,23
2931447,"13,14"
2931568,28
2935502,27
2935549,11
2936193,13
2938041,21
2938656,13
2938670,40
2939263,1
2940435,"36,38,37,33"
2942024,9
2944784,15
2944950,4
2945245,27
2946091,"13,4"
2946537,27
2947535,27
2947732,12
2947801,11
2949197,37
2952463,32
2953341,23
2954728,10
2956447,37
2956739,23
2957116,10
2957629,15
2959346,13
2960896,23
2961709,8
2962956,"27,29"
2963305,11
2964273,23
2964441,4
2965050,28
2965490,14
2965497,13
2966357,13
2966445,42
2966465,39
2967366,47
2967911,"24,23"
2967968,40
2968786,"11,13"
2969216,19
2969335,"12,23,10,14,11,13"
2970020,1
2970360,5
2970675,27
2970756,40
2971409,13
2971502,13
2971709,37
2971796,27
2971833,"12,13"
2972265,13
2972457,35
2972510,7
2972603,"12,13"
2973485,1
2974207,27
2974234,13
2974237,3
2975454,38
2976311,26
2976476,13
2976967,40
2977007,14
2978183,28
2980623,27
2980911,"28,26,27"
2981378,27
2981562,27
2981659,33
2982084,13
2982663,23
2982931,27
2983280,27
2983426,6
2983624,4
2983657,17
2983712,26
2983786,13
2984212,28
2984488,13
2984795,44
2984959,13
2985145,"15,4"
2987469,13
2987714,20
2988374,14
2988563,5
2988759,13
2989478,13
2989582,23
2989757,40
2989863,14
2990031,33
2990060,27
2990353,14
2990362,19
2990436,16
2990469,29
2990481,20
2990606,27
2990615,13
2990631,13
2990745,"14,12,13"
2990785,15
2990873,13
2990974,40
2990978,1
2991051,23
2991052,11
2991063,1
2991098,13
2991113,4
2991174,40
2991265,46
2991277,22
2991281,23
2991415,7
2991445,5
2991469,19
2991513,9
2991516,14
2991560,47
2991616,13
2991809,13
2991916,23
2991938,13
2991962,12
2991979,43
2992157,"14,13"
2992170,13
2992271,13
2992370,22
2992513,12
2992541,13
2992558,27
2992676,46
2992700,9
2992707,29
2992730,40
2992740,9
2992775,26
2992788,27
2992797,38
2992810,13
2992813,11
2992817,40
2992886,47
2992894,12
2992922,13
2992957,13
2993184,4
2993194,40
2993341,35
2993342,13
2993376,20
2993394,33
2993453,16
2993470,26
2993473,13
2993489,8
2993549,14
2993579,15
2993632,27
2993635,27
2993704,4
2993763,13
2993798,12
2993851,7
2993857,1
2993869,11
2993967,35
2994121,47
2994354,13
2994386,23
2994489,46
2994564,13
2994586,13
2994667,13
2994674,40
2994709,40
2994742,13
2994762,30
2994769,20
2994779,14
2994794,43
2994822,28
2994827,28
